id,name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_per_person
33400202,Four Points by Sheraton New York Downtown-7 Nights,Yun,Manhattan,Financial District,40.70832,-74.00755,Private room,169,7,1,2019-05-17 00:00:00,0.57,13,358,21.12
33400552,feel home,Eden,Brooklyn,Brownsville,40.66815,-73.92169,Private room,65,1,9,2019-06-16 00:00:00,2.93,2,320,32.5
33400613,Aloft Manhattan Downtown - Financial District,Yun,Manhattan,Financial District,40.70969,-74.00575,Private room,169,7,0,No Review,0.0,13,365,21.12
33401134,2 Bdrm Apt in Heart of Greenwich Village,Jesse,Manhattan,Greenwich Village,40.72882,-74.00089,Entire home/apt,300,2,6,2019-07-07 00:00:00,3.16,1,16,100.0
33401610,"Park Slope,  Brooklyn",Randy,Brooklyn,Park Slope,40.67946,-73.97497,Entire home/apt,120,1,5,2019-06-21 00:00:00,2.42,1,8,60.0
33404689,LUXURY APARTMENT,Tomasz,Queens,Glendale,40.70467,-73.86108,Entire home/apt,200,10,3,2019-05-08 00:00:00,0.93,1,178,18.18
33404876,New York City!! Times Square Home!!!,Lucy,Manhattan,Hell's Kitchen,40.76325,-73.98592,Entire home/apt,285,3,3,2019-06-11 00:00:00,1.8,1,215,71.25
33405084,Newly renovated garden flat in historic Brooklyn,Amber,Brooklyn,Bedford-Stuyvesant,40.68114,-73.92065,Entire home/apt,175,3,4,2019-06-18 00:00:00,1.36,1,26,43.75
33405611,Moxy NYC Downtown-7 Nights Min,Yun,Manhattan,Financial District,40.711,-74.00883,Private room,169,7,4,2019-06-15 00:00:00,1.97,13,323,21.12
33405642,"干净卫生的环境房,欢迎订房",彼特,Queens,Forest Hills,40.72755,-73.85028,Private room,60,2,2,2019-04-27 00:00:00,0.77,1,0,20.0
33405850,Private 1st Floor with all amenities. Not shared,Yogi,Queens,Ozone Park,40.68042,-73.85515,Entire home/apt,70,3,1,2019-04-01 00:00:00,0.3,3,53,17.5
33406037,Aloft Manhattan Downtown-7 Nights Min,Yun,Manhattan,Financial District,40.71086,-74.00746,Private room,169,7,2,2019-05-24 00:00:00,0.95,13,358,21.12
33406188,Four Points by Sheraton New York Downtown-7 Nights,Yun,Manhattan,Financial District,40.70712,-74.00609,Private room,169,7,2,2019-05-19 00:00:00,0.81,13,344,21.12
33406274,Four Points by Sheraton New York Downtown-7 Nights,Yun,Manhattan,Financial District,40.70842,-74.00519,Private room,169,7,1,2019-06-09 00:00:00,1.0,13,358,21.12
33406321,Cozy Williamsburg Bedroom Available,Nathalie,Brooklyn,Williamsburg,40.71606,-73.94093,Private room,70,7,0,No Review,0.0,1,13,8.75
33406391,Aloft Manhattan Downtown - Financial District,Yun,Manhattan,Financial District,40.70922,-74.00571,Private room,169,7,0,No Review,0.0,13,365,21.12
33406453,AC Hotel New York Downtown-7 Nights Minimum,Yun,Manhattan,Financial District,40.70599,-74.00503,Private room,169,7,1,2019-06-12 00:00:00,1.0,13,365,21.12
33406864,Manhattan Luxury Private Bedroom!!!,Luke,Manhattan,Inwood,40.86259,-73.92728,Private room,90,3,2,2019-06-15 00:00:00,0.97,8,282,22.5
33407038,Manhattan Luxury Private Bedroom!!,Luke,Manhattan,Inwood,40.86214,-73.92708,Private room,90,3,1,2019-06-04 00:00:00,0.86,8,252,22.5
33407108,Manhattan Luxury Private Bedroom,Luke,Manhattan,Inwood,40.86256,-73.92887,Private room,90,3,1,2019-05-20 00:00:00,0.6,8,258,22.5
33407244,Manhattan Luxury Private Bedroom!,Luke,Manhattan,Inwood,40.86364,-73.92835,Private room,90,3,4,2019-06-01 00:00:00,1.85,8,237,22.5
33412533,Bronx Beauty,Hamza,Bronx,Port Morris,40.8027,-73.91563,Entire home/apt,109,2,9,2019-07-02 00:00:00,3.42,3,50,36.33
33416167,"Bright, cozy getaway in the center of all..",Chris,Manhattan,Hell's Kitchen,40.76088,-73.99081,Entire home/apt,144,1,25,2019-07-05 00:00:00,7.98,1,12,72.0
33416246,Extra Large Midtown East 1 Bedroom Elevator,Corporate Housing,Manhattan,Midtown,40.75577,-73.96727,Entire home/apt,142,30,0,No Review,0.0,91,310,4.58
33417913,Private Room in the heart of financial district,Alba,Manhattan,Financial District,40.70956,-74.00713,Private room,250,1,0,No Review,0.0,2,292,125.0
33418580,Lavish Private Room with own Bathroom/Williamsburg,Alex,Brooklyn,Bushwick,40.70103,-73.93979,Private room,80,30,1,2019-05-05 00:00:00,0.46,4,364,2.58
33418931,BedStuy Private Room (D3),Linda,Brooklyn,Bedford-Stuyvesant,40.6918,-73.93028,Private room,58,2,14,2019-07-04 00:00:00,5.19,8,261,19.33
33419182,Great Room In Bed-stuy! J TRAIN,James,Brooklyn,Bedford-Stuyvesant,40.69103,-73.92719,Private room,50,3,1,2019-04-18 00:00:00,0.36,2,127,12.5
33419280,Beautiful and Modern 2 Bed- 20 Min To Manhattan,Toni,Brooklyn,Bedford-Stuyvesant,40.68523,-73.9384,Entire home/apt,89,1,2,2019-06-24 00:00:00,0.92,1,194,44.5
33420907,Modern Loft Like Spacious Studio - northern Harlem,James,Manhattan,Harlem,40.82868,-73.94678,Entire home/apt,159,1,5,2019-05-09 00:00:00,1.72,2,44,79.5
33421406,X-Large Private room in newly renovated apartment,Lana,Queens,Kew Gardens,40.71134,-73.8279,Private room,60,3,11,2019-07-01 00:00:00,4.34,5,318,15.0
33422134,Sunny/Bright apartment / top floor East Harlem,Jessica,Manhattan,East Harlem,40.79889,-73.9393,Entire home/apt,160,90,0,No Review,0.0,1,140,1.76
33422954,Spacious Studio,Trinize,Bronx,Tremont,40.84581,-73.8889,Shared room,25,2,5,2019-07-01 00:00:00,1.6,1,146,8.33
33423101,Bedroom with Empire State view,Navin,Manhattan,Murray Hill,40.74636,-73.97561,Private room,120,1,5,2019-06-05 00:00:00,3.33,1,55,60.0
33423250,"Location, Location, Location Close to Central Park",Victor,Manhattan,East Harlem,40.80022,-73.94185,Entire home/apt,124,1,13,2019-06-26 00:00:00,5.06,1,86,62.0
33423849,Private Room with Private Bathroom Newly Renovated,Lana,Queens,Kew Gardens,40.71042,-73.82912,Private room,70,5,6,2019-06-18 00:00:00,2.54,5,308,11.67
33424312,Comfortable and spacious bedroom suite in Brooklyn,Leandro And Julia,Brooklyn,Bedford-Stuyvesant,40.68763,-73.92898,Private room,70,4,0,No Review,0.0,3,12,14.0
33424723,Your own Loft like Studio Apartment sunny near all,James,Manhattan,Harlem,40.82775,-73.94667,Entire home/apt,127,1,8,2019-06-22 00:00:00,2.79,2,13,63.5
33427025,Industrial bedroom  1 minute to Subway,Kieu,Brooklyn,Bedford-Stuyvesant,40.68921,-73.95424,Private room,69,2,6,2019-07-02 00:00:00,4.62,4,279,23.0
33427418,Cozy modern room in Bushwick,Tyler,Brooklyn,Bushwick,40.68355,-73.90701,Private room,150,1,1,2019-04-22 00:00:00,0.38,1,88,75.0
33427580,Sun Lit Brooklyn 2 Bedroom Apt w Roof Views,Sebastian,Brooklyn,Williamsburg,40.72069,-73.95829,Entire home/apt,295,2,9,2019-06-02 00:00:00,2.9,1,3,98.33
33428005,"Cozy shared place in Midtown, close to everything",Lincoln,Manhattan,Hell's Kitchen,40.76632,-73.98597,Shared room,95,1,8,2019-06-06 00:00:00,2.38,5,23,47.5
33428068,Central Location: Excellent travelers bed,Helena,Brooklyn,Fort Greene,40.68528,-73.97285,Shared room,32,2,6,2019-06-06 00:00:00,1.78,5,31,10.67
33428109,Spacious bedroom in the heart of the West Village,Lorenzo,Manhattan,West Village,40.73587,-74.0043,Private room,70,2,3,2019-04-28 00:00:00,1.22,2,128,23.33
33428552,Suite Houston - Free Street Parking & WIFI,Joe,Manhattan,Lower East Side,40.7204,-73.98371,Entire home/apt,180,30,5,2019-05-08 00:00:00,1.76,5,193,5.81
33428571,Beautiful sunny bedroom in central Williamsburg,Leah,Brooklyn,Williamsburg,40.71322,-73.94655,Private room,74,1,18,2019-07-01 00:00:00,5.4,1,49,37.0
33428580,Sunny Cozy Economic Garden Bedroom 4GR,Yan,Brooklyn,Crown Heights,40.66889,-73.92376,Private room,49,1,23,2019-06-27 00:00:00,7.04,12,48,24.5
33429269,Big Room space in Harlem,Simone,Manhattan,Harlem,40.81824,-73.93832,Private room,81,4,4,2019-05-24 00:00:00,1.3,2,291,16.2
33429492,FEMALE SHARED ROOM 3 Single Beds Near Subway-1,Abby,Brooklyn,Coney Island,40.57776,-73.98313,Shared room,25,3,2,2019-06-11 00:00:00,1.05,10,0,6.25
33429651,Nice and comfortable place for short stay.,Dieudonne,Bronx,Longwood,40.8279,-73.90516,Private room,100,2,2,2019-06-30 00:00:00,2.0,2,345,33.33
33429773,Beautiful 600 ft studio in Soho,Jonah,Manhattan,SoHo,40.72506,-74.00876,Entire home/apt,230,3,2,2019-05-26 00:00:00,0.82,1,0,57.5
33430450,"HOTEL ROOM LIKE “L”
AFFORDABLE PRICE",Viviana,Queens,Woodhaven,40.68727,-73.86413,Private room,59,3,4,2019-05-31 00:00:00,1.88,9,361,14.75
33430500,Cute room close to M train,Carmen,Queens,Ridgewood,40.70557,-73.90713,Private room,55,7,0,No Review,0.0,2,290,6.88
33430829,Artists Corner,Tucker,Brooklyn,Bedford-Stuyvesant,40.68599,-73.93005,Entire home/apt,100,1,5,2019-07-05 00:00:00,1.58,1,0,50.0
33430847,Beautiful Cozy Shared Apt in Manhattan,Owen,Manhattan,East Harlem,40.80093,-73.94322,Shared room,45,1,19,2019-06-29 00:00:00,5.64,7,90,22.5
33430867,Warm&clean private room near Times Square,Tiba,Manhattan,Hell's Kitchen,40.76389,-73.98872,Private room,138,1,8,2019-06-09 00:00:00,2.79,5,95,69.0
33431246,Jungle room in hip Bushwick,Pablo,Brooklyn,Bushwick,40.70065,-73.92378,Private room,60,2,13,2019-06-18 00:00:00,3.94,2,48,20.0
33431289,Rochester's Place Comfy Cozy Crown Heights NYC,Errol,Brooklyn,Crown Heights,40.67588,-73.92405,Private room,85,1,9,2019-06-02 00:00:00,3.1,3,125,42.5
33431582,Comfortable clean overnight bed by Central Park,Owen,Manhattan,East Harlem,40.79922,-73.94187,Shared room,49,1,22,2019-06-30 00:00:00,6.53,7,83,24.5
33431687,Charming Garden Apt Close to Central Park,Zac,Manhattan,Harlem,40.80653,-73.94942,Entire home/apt,160,1,15,2019-06-30 00:00:00,5.23,1,9,80.0
33431709,Shared apartment by the Central Park,Owen,Manhattan,East Harlem,40.80073,-73.94328,Shared room,45,1,17,2019-06-30 00:00:00,5.1,7,72,22.5
33431823,a brand new cozy shared apartment by Central Park,Owen,Manhattan,East Harlem,40.79949,-73.94265,Shared room,60,1,8,2019-06-16 00:00:00,2.4,7,90,30.0
33431909,Beautiful cozy shared apartment by Central Park,Owen,Manhattan,East Harlem,40.79966,-73.94191,Shared room,55,1,13,2019-06-30 00:00:00,3.86,7,89,27.5
33431978,Overnight a brand new apartment in upper east side,Owen,Manhattan,East Harlem,40.79885,-73.94304,Shared room,45,1,14,2019-06-25 00:00:00,4.16,7,83,22.5
33431994,Entire Cozy 3 Bedroom in private home,Mark,Queens,Woodhaven,40.69459,-73.85081,Entire home/apt,150,5,0,No Review,0.0,6,121,25.0
33433134,Luxury 1 Bedroom Loft,Dakota,Brooklyn,Bedford-Stuyvesant,40.69911,-73.94162,Private room,69,10,1,2019-03-30 00:00:00,0.29,1,59,6.27
33433393,Bright nordic room in pastel colors,Miki,Manhattan,Washington Heights,40.86069,-73.92513,Private room,59,4,2,2019-05-22 00:00:00,0.67,2,103,11.8
33434235,Comfort room close to Columbia University,Warren,Manhattan,Morningside Heights,40.80485,-73.96319,Private room,87,1,8,2019-05-19 00:00:00,2.5,1,365,43.5
33439471,Sweet Single Room,Eden,Brooklyn,Crown Heights,40.66949,-73.92172,Private room,65,1,6,2019-05-29 00:00:00,1.91,2,323,32.5
33441771,BEST location in Williamsburg,Nicola,Brooklyn,Williamsburg,40.71623,-73.9601,Private room,85,2,5,2019-06-10 00:00:00,2.38,1,86,28.33
33444260,1 BR Gem w/ Private Patio in East Village,Fikile,Manhattan,East Village,40.72656,-73.98758,Entire home/apt,300,2,16,2019-06-30 00:00:00,5.78,1,52,100.0
33444493,★Single Room in Backpackers Accommodation★,International,Brooklyn,Williamsburg,40.70908,-73.95663,Private room,55,1,14,2019-06-23 00:00:00,4.47,1,295,27.5
33444872,Huge shared space East Village Female guests only,J,Manhattan,Gramercy,40.73392,-73.98085,Shared room,70,3,3,2019-06-23 00:00:00,1.38,2,0,17.5
33445970,Cozy place located in the Heart of Manhattan,Lincoln,Manhattan,Hell's Kitchen,40.76691,-73.98726,Shared room,95,1,3,2019-05-30 00:00:00,1.96,5,23,47.5
33446054,Cozy&Charming NYC style apt in the heart of SoHo,Alex,Manhattan,Nolita,40.72394,-73.99583,Entire home/apt,240,1,19,2019-07-04 00:00:00,6.13,1,121,120.0
33446295,Furnished Bedroom in House w/ LAUNDRY & GARDEN,Ryan,Brooklyn,Bedford-Stuyvesant,40.68956,-73.9432,Private room,50,3,6,2019-06-29 00:00:00,2.77,1,0,12.5
33446373,large room in a 4 bedroom (2bath) apartment,Diana,Brooklyn,Greenpoint,40.73354,-73.95719,Private room,65,1,1,2019-04-14 00:00:00,0.35,1,0,32.5
33446557,"Mi casa, tu casa!",Lina,Manhattan,Lower East Side,40.72044,-73.98335,Entire home/apt,240,3,10,2019-06-24 00:00:00,3.23,2,8,60.0
33446581,Private Room by Bushwick with Piano & Guitar,Eunice,Queens,Ridgewood,40.70008,-73.89596,Private room,47,1,4,2019-06-23 00:00:00,1.38,2,28,23.5
33447225,Relaxing abode in LES,Lina,Manhattan,Lower East Side,40.71922,-73.98514,Private room,120,1,3,2019-04-16 00:00:00,0.89,2,11,60.0
33448379,Comfortable 3 Bedroom Loft Apartment,Marilyn,Brooklyn,Bushwick,40.70041,-73.92483,Private room,54,3,0,No Review,0.0,1,99,13.5
33448532,Tribeca Apt w/ Rooftop Views,Juliet,Manhattan,Civic Center,40.71626,-74.00257,Private room,200,4,5,2019-06-06 00:00:00,1.97,1,327,40.0
33448765,Cozy Place Right Next to Central Park,Lincoln,Manhattan,Hell's Kitchen,40.7667,-73.98692,Shared room,95,1,2,2019-06-20 00:00:00,1.3,5,23,47.5
33448834,Sun-filled Private BR in Luxury Chinatown Apt,Charlene,Manhattan,Two Bridges,40.71099,-73.99442,Private room,150,3,3,2019-06-25 00:00:00,2.43,3,4,37.5
33449304,Treat Your self,Finely,Queens,Queens Village,40.71933,-73.7536,Private room,55,1,1,2019-04-11 00:00:00,0.34,2,0,27.5
33449485,BR in Luxe Chinatown Apt w/ Private Balcony & Bath,Charlene,Manhattan,Two Bridges,40.71239,-73.99461,Private room,200,3,0,No Review,0.0,3,0,50.0
33449518,21min to Manhattan & Safe Neighborhood&PrivateRoom,Takatomo,Queens,Sunnyside,40.73872,-73.92678,Private room,35,30,0,No Review,0.0,1,1,1.13
33450079,Quiet Apartment with Private Backyard,Chris,Brooklyn,Crown Heights,40.67257,-73.94011,Entire home/apt,78,3,3,2019-06-21 00:00:00,1.18,1,17,19.5
33451456,Stylish Brownstone with Stainless Steel Kitchen,Christof,Brooklyn,Bedford-Stuyvesant,40.68035,-73.91035,Entire home/apt,167,1,8,2019-06-25 00:00:00,4.62,2,80,83.5
33451472,Large private bedroom 15 min from Manhattan,Kateryna And Tim,Queens,Astoria,40.76896,-73.92404,Private room,65,1,23,2019-07-02 00:00:00,7.26,2,334,32.5
33451863,Luxe Modern Private Townhome,Joseph,Brooklyn,Carroll Gardens,40.68374,-73.99368,Private room,88,1,11,2019-06-23 00:00:00,3.47,1,85,44.0
33451888,"Super comfy Bushwick getaway, 4 min. from the M!",D'Arcy,Brooklyn,Bushwick,40.69814,-73.9219,Private room,40,2,1,2019-04-30 00:00:00,0.43,1,0,13.33
33452409,Home Sweet Home,Karen,Manhattan,Harlem,40.82857,-73.95161,Entire home/apt,175,30,0,No Review,0.0,1,5,5.65
33453326,Unique Private Suite,Edgar,Manhattan,Harlem,40.81141,-73.94051,Private room,135,3,7,2019-07-03 00:00:00,4.04,1,365,33.75
33455253,Cozy and Sunny Bedroom in Private Apartment,Raymel,Brooklyn,Williamsburg,40.71437,-73.94133,Private room,70,5,3,2019-06-26 00:00:00,1.58,1,66,11.67
33455322,Private Bedroom in Original Bed-Stuy Apartment,Alice,Brooklyn,Bedford-Stuyvesant,40.69108,-73.94535,Private room,109,2,1,2019-04-15 00:00:00,0.35,2,0,36.33
33455365,Cozy shared room in the middle of Manhattan,Lincoln,Manhattan,Hell's Kitchen,40.76838,-73.98723,Shared room,95,1,4,2019-05-30 00:00:00,1.2,5,21,47.5
33455408,Cozy Place in the Middle of Manhattan,Lincoln,Manhattan,Hell's Kitchen,40.76769,-73.98681,Shared room,95,1,4,2019-06-08 00:00:00,2.22,5,19,47.5
33456259,Beautiful upper west side apt share,Mena,Manhattan,Upper West Side,40.78399,-73.9733,Private room,65,1,4,2019-06-09 00:00:00,2.03,2,364,32.5
33457366,Room available in BedStuy condo w/ private yard,Cindy,Brooklyn,Bedford-Stuyvesant,40.69463,-73.94787,Private room,50,1,1,2019-06-02 00:00:00,0.81,2,0,25.0
33457731,Room available in BedStuy condo w/ private yard,Cindy,Brooklyn,Bedford-Stuyvesant,40.69615,-73.9474,Private room,56,1,4,2019-06-08 00:00:00,1.2,2,0,28.0
33460551,Sun Drenched Williamsburg Gem,Jessica,Brooklyn,Williamsburg,40.70921,-73.9426,Entire home/apt,125,2,1,2019-06-16 00:00:00,1.0,1,22,41.67
33464005,Large Modern Studio in East Village,Matthew,Manhattan,East Village,40.72191,-73.97869,Entire home/apt,160,2,4,2019-06-15 00:00:00,1.54,1,33,53.33
33467176,"Le Chateau Boutique in Le Brooklyn , NY ! Voila !",Javier,Brooklyn,Bushwick,40.68942,-73.91714,Entire home/apt,99,2,17,2019-07-01 00:00:00,6.07,2,300,33.0
33467309,Williamsburg Charm,Alexandria,Brooklyn,Williamsburg,40.7136,-73.96221,Private room,120,7,0,No Review,0.0,1,235,15.0
33468225,Spacious Two-Bedroom Apartment with Private Garden,Steven,Manhattan,Harlem,40.82254,-73.9501,Entire home/apt,110,30,0,No Review,0.0,1,102,3.55
33468702,Eclectic Space for Chill and Creative Energies,Fana,Brooklyn,Bushwick,40.6916,-73.90713,Private room,45,1,6,2019-07-02 00:00:00,5.0,1,337,22.5
33468884,Duplex Townhouse in Heart of Williamsburg,Kelly,Brooklyn,Williamsburg,40.71912,-73.94296,Entire home/apt,327,2,7,2019-06-16 00:00:00,3.0,1,49,109.0
33469440,Apartment minutes from manhattan,Tianna,Queens,Jamaica Hills,40.71022,-73.79665,Entire home/apt,110,2,8,2019-06-29 00:00:00,3.16,1,81,36.67
33469797,"NYC SWEET OASIS (POOL, PATIO,& OUTSIDE SPACE)",Lisa,Queens,Jamaica,40.67282,-73.77793,Entire home/apt,190,1,16,2019-07-04 00:00:00,10.0,1,132,95.0
33470295,Convenient and comfy,Mandisa,Queens,Jamaica,40.68462,-73.77582,Entire home/apt,120,3,9,2019-06-30 00:00:00,3.14,1,44,30.0
33470580,Top Floor Two Bedroom at Top of Manhattan,Luz & Ruben,Manhattan,Inwood,40.86774,-73.92401,Entire home/apt,99,5,3,2019-05-22 00:00:00,1.3,3,271,16.5
33471805,Comfortable Room with Private Bath - 15 min to JFK,Marion,Queens,Cambria Heights,40.6909,-73.73193,Private room,50,1,34,2019-06-30 00:00:00,11.21,1,61,25.0
33472083,Private bedroom on historic street in Manhattan,Jaye,Manhattan,Chinatown,40.71404,-73.99085,Private room,80,1,2,2019-06-22 00:00:00,1.3,1,172,40.0
33472626,Top room with a view Quiet Easy A-train downtown,Luz & Ruben,Manhattan,Inwood,40.86804,-73.92429,Private room,57,7,1,2019-07-01 00:00:00,1.0,3,225,7.12
33472677,Spacious room in Brooklyn. Only girls please,Katerina,Brooklyn,Midwood,40.61186,-73.96955,Private room,38,3,1,2019-06-26 00:00:00,1.0,1,0,9.5
33472719,Quiet & Cozy Central Park Charmer,Melanie,Manhattan,Upper West Side,40.78232,-73.97575,Entire home/apt,140,30,1,2019-04-28 00:00:00,0.42,1,74,4.52
33473125,#5 STUDIO one block to train station,Filiz,Manhattan,East Harlem,40.78974,-73.94933,Entire home/apt,165,1,17,2019-06-18 00:00:00,5.93,5,83,82.5
33473567,Hamilton Heights Full Floor Garden Apt,Christine,Manhattan,Harlem,40.8309,-73.94308,Entire home/apt,200,60,0,No Review,0.0,1,219,3.28
33473671,"Clean, cool and modern downtown apartment",Anthony,Manhattan,Financial District,40.70997,-74.00816,Private room,150,4,0,No Review,0.0,2,0,30.0
33473838,"#6 Cozy Studio, one block from train station",Filiz,Manhattan,East Harlem,40.79,-73.94964,Entire home/apt,165,1,16,2019-06-30 00:00:00,6.0,5,56,82.5
33474092,"1 Bedroom, Pvt Living Space & Bath- Till May 30th",Ruchi,Manhattan,Upper West Side,40.79908,-73.96465,Private room,50,7,2,2019-05-24 00:00:00,0.6,1,283,6.25
33474649,"private room for women, central location in NYC",Stella,Manhattan,Midtown,40.74567,-73.98478,Private room,65,1,14,2019-06-13 00:00:00,4.72,1,0,32.5
33474952,Spacious private bedroom in East Village / StMarks,Leonora,Manhattan,East Village,40.72503,-73.98466,Private room,125,1,3,2019-06-15 00:00:00,0.95,5,318,62.5
33475698,Germania's Deluxe Palace,Gladys Germania,Queens,Jamaica Estates,40.71668,-73.80588,Entire home/apt,250,1,13,2019-06-30 00:00:00,4.15,1,359,125.0
33475840,Highclass clean and calm,Habiba,Queens,Sunnyside,40.74685,-73.91586,Private room,50,1,1,2019-04-07 00:00:00,0.32,1,66,25.0
33477284,Spacious NEW studio in Brooklyn near NYC subway!,Melvis,Brooklyn,Bedford-Stuyvesant,40.68171,-73.92858,Entire home/apt,115,1,19,2019-06-30 00:00:00,6.55,1,74,57.5
33483299,Full bedroom with private access and courtyard,Paloma,Brooklyn,Williamsburg,40.70658,-73.9463,Private room,70,2,0,No Review,0.0,1,0,23.33
33485088,Sunny BedStuy hideaway near clubs + 30 min to City,Mari,Brooklyn,Bedford-Stuyvesant,40.68782,-73.94327,Private room,40,14,1,2019-04-07 00:00:00,0.32,1,35,2.67
33485823,Room in te heart of manhattan - prime location!,Leonora,Manhattan,East Village,40.72713,-73.98402,Private room,80,1,4,2019-06-15 00:00:00,1.26,5,318,40.0
33485978,"New to Market, Extended Stay Studio in Park Slope",Cathy,Brooklyn,Gowanus,40.66949,-73.99112,Entire home/apt,85,30,2,2019-06-23 00:00:00,1.07,1,100,2.74
33486731,"Sunny, spacious Apt. near Prospect Park",Clara,Brooklyn,Prospect-Lefferts Gardens,40.66075,-73.95926,Entire home/apt,120,4,3,2019-05-26 00:00:00,1.15,1,0,24.0
33488037,"Beautiful, eclectic large Soho-Tribeca 2-Bed Apt",Jesse,Manhattan,Tribeca,40.72078,-74.00726,Entire home/apt,300,4,5,2019-07-01 00:00:00,2.88,1,20,60.0
33488044,Two amazing bedrooms in the heart of East Village,Leonora,Manhattan,East Village,40.7272,-73.98288,Private room,260,1,0,No Review,0.0,5,317,130.0
33488188,Private Room in Light-Filled Loft,Sarah,Brooklyn,Bushwick,40.70149,-73.92752,Private room,80,1,4,2019-06-07 00:00:00,1.79,2,22,40.0
33489978,Huge private apartment in Manhattan,Leo,Manhattan,Harlem,40.82802,-73.94481,Entire home/apt,74,3,1,2019-04-07 00:00:00,0.32,2,0,18.5
33490271,Spacious private bedroom in Washington Heights,Artem,Manhattan,Washington Heights,40.85513,-73.93305,Private room,60,3,5,2019-06-01 00:00:00,1.95,1,20,15.0
33490968,2BR High Ceiling Zen Sanctuary in Artsy Bushwick,April G,Brooklyn,Bushwick,40.69627,-73.93076,Private room,100,5,2,2019-05-27 00:00:00,0.7,3,94,16.67
33491210,Clean and comfortable private room in NYC,Teya,Bronx,Parkchester,40.83758,-73.85804,Private room,47,1,4,2019-07-06 00:00:00,1.9,2,167,23.5
33491297,Entire Apartment in Park Slope Brownstone,Julie,Brooklyn,Park Slope,40.68068,-73.97938,Entire home/apt,245,3,3,2019-06-12 00:00:00,1.29,1,35,61.25
33491517,Spacious 1-bedroom apartment in Pelham Parkway,Jamie,Bronx,Bronxdale,40.85464,-73.8672,Entire home/apt,75,1,0,No Review,0.0,1,0,37.5
33491707,Private Garden Apartment in Park Slope Brownstone,Keith & Masa,Brooklyn,Park Slope,40.66867,-73.98017,Entire home/apt,135,3,0,No Review,0.0,1,23,33.75
33492175,The beautiful room with your own bathroom,Young,Queens,Flushing,40.7577,-73.83519,Private room,65,1,13,2019-06-22 00:00:00,4.06,1,36,32.5
33492234,Penthouse with Manhattan views,Gary,Queens,Maspeth,40.7289,-73.89803,Entire home/apt,130,2,4,2019-06-30 00:00:00,1.88,1,338,43.33
33492587,[Entire place] Comfy Apt in Prime Location,Nuan,Manhattan,SoHo,40.72207,-73.99751,Entire home/apt,173,5,2,2019-06-06 00:00:00,0.76,2,3,28.83
33492744,Cozy Studio in the Heart of Spanish Harlem,Pablo,Manhattan,East Harlem,40.79463,-73.94604,Entire home/apt,100,2,2,2019-04-18 00:00:00,0.7,1,8,33.33
33493038,Sunny 1-Bedroom close to Manhattan,Meike,Brooklyn,Bushwick,40.69934,-73.92947,Entire home/apt,120,4,1,2019-04-26 00:00:00,0.41,1,15,24.0
33493759,The Yorkville Club House,Derrick,Manhattan,Upper East Side,40.78045,-73.94688,Private room,105,1,19,2019-07-07 00:00:00,6.71,1,9,52.5
33493942,Mid Century modern room  1 minute to Subway,Kieu,Brooklyn,Bedford-Stuyvesant,40.68913,-73.95639,Private room,72,2,6,2019-06-23 00:00:00,4.74,4,316,24.0
33494085,Vintage Brooklyn Room 1 minute to Subway,Kieu,Brooklyn,Bedford-Stuyvesant,40.68868,-73.95623,Private room,79,2,5,2019-06-28 00:00:00,4.17,4,351,26.33
33494125,Cozy and quiet studio by Central Park,Shahar,Manhattan,Harlem,40.80119,-73.95749,Entire home/apt,140,11,0,No Review,0.0,1,0,11.67
33494804,Special!! Near NYC up to 4+ people,Noel,Queens,East Elmhurst,40.76009,-73.88271,Private room,49,1,15,2019-06-24 00:00:00,5.62,4,1,24.5
33495663,luxury apartment near wall street,Ellen,Manhattan,Financial District,40.70464,-74.0164,Entire home/apt,134,15,1,2019-06-23 00:00:00,1.0,1,2,8.38
33496225,BEAUTIFUL CONDO IN HEART OF HELLS KITCHEN !!,Aaron,Manhattan,Hell's Kitchen,40.76468,-73.98785,Private room,160,1,22,2019-06-30 00:00:00,6.8,1,77,80.0
33496293,A great amount of space for a family!,Amy,Manhattan,Lower East Side,40.71508,-73.97895,Entire home/apt,140,2,7,2019-07-01 00:00:00,2.88,1,27,46.67
33496728,One bedroom apartment in Williamsburg,(Email hidden by Airbnb),Brooklyn,Williamsburg,40.7184,-73.94434,Entire home/apt,120,2,0,No Review,0.0,1,0,40.0
33496995,New York at its BEST!,Rhonda,Brooklyn,Flatbush,40.65421,-73.95751,Private room,50,1,3,2019-04-12 00:00:00,0.94,1,358,25.0
33497642,"Walk distance to Central Park, 10min Time Square",Raquel,Manhattan,Upper East Side,40.77289,-73.94689,Private room,120,1,14,2019-07-04 00:00:00,4.88,1,147,60.0
33497845,Brooklyn Brownstone — BedStuy Garden Apartment,Linda,Brooklyn,Bedford-Stuyvesant,40.69081,-73.93025,Entire home/apt,155,2,10,2019-07-04 00:00:00,4.92,8,270,51.67
33497909,"Beautiful, Comfortable Studio",Jaime,Manhattan,Midtown,40.7545,-73.97067,Entire home/apt,260,1,14,2019-06-23 00:00:00,4.47,1,139,130.0
